Country,ISO3,Indicator,Technology,Energy_Type,Unit,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
Italy,ITA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),18.0,19.0,21.0,24.0,29.0,31.0,35.0,38.953,192.965,676.481,1915.136,10805.198,18871.207,21598.097,22318.84,22954.667,22116.734,24390.186,22666.313,23701.375,24953.979,25051.465,28133.932
Italy,ITA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),19.0,20.0,22.0,26.0,31.0,34.0,45.0,110.0,483.0,1264.0,3596.72,13135.72,16789.72,18190.07,18600.07,18907.07,19289.07,19688.363,20113.659,20871.345,21656.11,22600.327,24561.318
Italy,ITA,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),563.0,1179.0,1404.0,1458.0,1843.88,2340.592,2967.851,4034.359,4858.113,6539.063,9121.99,9848.49,13407.127,14896.962,15178.31,14843.882,17688.67,17741.909,17716.434,20202.042,18761.557,20927.303,20494.178
Italy,ITA,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),363.0,664.0,780.0,874.0,1127.0,1635.0,1902.0,2702.0,3525.0,4879.0,5794.0,6918.0,8102.0,8542.0,8683.0,9137.0,9384.0,9736.578,10230.246,10679.46,10870.622,11253.733,11820.508
Jamaica,JAM,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),34.808,38.349,33.785,30.523,34.26,22.535,29.049,28.518,28.396,22.941,20.17,27.939,27.505,30.207,32.668,29.966,23.5,24.45,12.787,20.649,16.9,16.9,9.747
Jamaica,JAM,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13
Jamaica,JAM,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),3301.852,3360.312,3524.934,3696.007,3684.613,3676.768,3821.387,3867.024,3925.78,4014.87,3932.47,3893.05,3876.92,3900.82,3855.81,3953.52,4003.51,3871.48,3828.16,3912.67,3687.05,3769.51,3901.97
Jamaica,JAM,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),645.6,665.6,722.1,764.1,725.3,725.3,803.9,803.9,803.9,805.9,780.9,801.9,867.4,867.4,867.4,890.0,1012.0,1012.0,1037.0,1230.66,1380.66,1390.66,1390.66
Jamaica,JAM,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),78.42,60.06,105.0,146.0,134.0,151.31,166.255,159.819,158.205,140.07,151.15,149.53,148.45,120.31,133.3,125.1,114.93,150.39,176.12,152.71,134.48,137.69,118.93
Jamaica,JAM,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),23.1,22.6,21.5,21.5,21.6,21.6,22.0,22.0,22.0,22.8,22.8,22.8,22.8,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
Jamaica,JAM,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,0.2,0.2,0.2,0.3,0.3,0.3,0.7,1.0,1.2,1.7,2.5,3.0,3.511,6.913,10.613,14.622,43.902,45.912,89.962,124.502,132.252,131.572
Jamaica,JAM,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.6,0.7,1.0,1.5,1.8,2.106,4.108,6.513,27.513,55.513,55.513,107.013,107.013,107.013,107.063
Jamaica,JAM,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,32.336,49.913,55.412,51.927,49.215,58.57,53.73,93.79,109.71,119.77,121.57,128.94,211.14,292.98,304.98,274.51,281.42,264.55,272.33
Jamaica,JAM,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,20.7,20.7,20.7,20.7,20.7,20.7,41.9,41.9,41.9,41.9,41.9,41.9,102.0,102.0,102.0,102.0,102.0,102.0,102.0
Japan,JPN,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),9120.0,8704.0,9006.0,9507.0,9905.0,13466.0,13491.0,14021.0,13454.0,12413.0,12451.0,12693.0,13022.0,14340.0,15261.0,15853.0,17325.0,19908.0,20994.0,25439.0,27743.0,34134.0,36700.0
Japan,JPN,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),793.0,783.5,771.0,759.0,895.5,1021.0,1267.5,1403.0,1434.5,1493.0,1611.0,1779.5,893.0,931.5,1047.0,1318.5,1631.0,2025.5,2449.5,2923.5,3324.0,3976.0,4825.0
Japan,JPN,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),615919.0,603382.0,647500.0,678920.0,666735.0,676963.0,669779.0,750380.0,722954.0,680145.0,740326.0,862485.0,941895.0,943514.0,912249.0,869022.0,858198.0,834876.0,782897.0,746270.0,736709.0,720691.0,696720.0
Japan,JPN,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),166990.0,169144.0,173443.0,175312.0,178064.0,176340.0,176936.0,177492.0,179884.0,182389.0,183045.0,186019.0,190185.0,192528.0,194715.0,192144.0,198669.0,197920.0,197460.0,191974.0,193878.0,190403.0,190036.0
Japan,JPN,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),84048.0,81154.0,80871.0,94734.0,93423.0,76925.0,88568.0,73823.0,77172.0,78566.0,83801.0,84918.0,76529.0,79391.0,83532.0,87118.0,79484.0,83795.0,80969.0,79993.0,78807.0,78792.0,77235.0
Japan,JPN,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),22019.0,27348.0,27424.0,27732.0,27759.0,27842.0,27909.0,27534.0,27562.0,27494.0,27987.0,27770.0,27815.0,27813.0,27873.0,28111.0,28161.0,28118.0,28140.0,28136.0,28136.0,28032.0,28111.0
Japan,JPN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),357.0,547.0,644.0,857.0,1118.0,1420.0,1721.0,1972.0,2206.0,2657.0,3543.0,4839.0,6613.0,12880.0,22952.0,34802.0,45761.0,55068.0,62668.0,69381.0,79087.0,86080.0,92614.0
Japan,JPN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),330.0,453.0,637.0,860.0,1132.0,1422.0,1708.0,1919.0,2144.0,2627.0,3618.0,4914.0,6632.0,13599.0,23339.0,34150.0,42040.0,49500.0,56162.0,63192.0,71868.0,78413.0,85066.0
Japan,JPN,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),109.0,252.0,415.0,833.0,1310.0,1751.0,2167.0,2614.0,2942.0,3613.0,4017.0,4677.0,4838.0,5187.0,5217.0,5580.0,6166.0,6490.0,7481.0,7618.0,8970.0,9413.0,9297.0
Japan,JPN,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),84.0,175.0,277.0,508.0,769.0,1227.0,1805.0,1527.0,1756.0,1997.0,2294.0,2419.0,2562.0,2646.0,2753.0,2809.0,3205.0,3483.0,3498.0,3952.0,4120.0,4262.0,4483.0
Jordan,JOR,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),3.0,5.0,5.0,6.0,6.0,5.0,6.0,10.0,9.0,7.0,9.0,8.0,6.0,6.0,6.0,6.4,4.1,4.1,3.4,3.5,3.5,3.5,3.5
Jordan,JOR,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),1.0,1.0,1.0,1.0,1.0,1.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Jordan,JOR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),7336.0,7496.0,8069.0,7982.0,8908.0,9586.0,11060.0,12764.0,14086.0,14203.0,14704.0,12597.0,16526.0,17199.0,18204.0,18828.0,18813.6,19409.4,18315.2,17995.3,17010.5,16767.6,17974.6
Jordan,JOR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),1650.0,1648.61,1774.53,1775.0,1775.0,1859.0,2059.0,2159.0,2507.0,2575.2,3130.7,3434.7,3434.7,3309.3,4172.3,4173.8,3770.0,3691.0,4242.0,4242.0,4000.0,3977.0,4212.0
Jordan,JOR,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),39.0,43.0,53.0,41.0,53.0,57.0,51.0,61.0,62.0,59.0,61.0,55.0,61.0,54.6,58.2,52.5,41.6,38.0,22.7,18.4,18.3,18.3,19.1
Jordan,JOR,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0,6.0,6.0,3.6,3.6
Jordan,JOR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,0.049,0.102,0.222,0.389,50.938,427.873,894.973,1415.873,2087.173,2852.973,3507.673,3873.873
Jordan,JOR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.043,0.073,0.141,0.236,56.767,311.088,417.538,760.193,970.99,1540.875,1810.825,1965.925
Jordan,JOR,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6,2.4,121.0,391.0,448.0,719.8,892.4,1406.9,1628.1,1783.9
Jordan,JOR,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,118.4,184.4,198.4,294.5,383.6,528.61,632.11,614.01
"Kazakhstan, Rep. of",KAZ,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,43.755,40.581,45.719,50.503,26.835,29.366,35.209,29.947,0.4
"Kazakhstan, Rep. of",KAZ,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,0.3,0.35,0.35,0.35,0.8,1.3,2.42,7.82,7.82,7.82
"Kazakhstan, Rep. of",KAZ,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),43793.0,48776.0,49452.0,55241.0,58888.0,59991.0,63889.0,68427.0,72867.0,71831.0,74624.0,78703.0,85177.0,95349.0,86936.0,82199.0,82657.0,91485.0,96336.22,95162.859,84555.067,102436.081,99659.795
"Kazakhstan, Rep. of",KAZ,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),16064.0,16183.0,16293.0,16437.0,16500.0,16506.0,16601.0,16685.0,16928.0,17018.0,17246.0,17623.0,17858.0,17892.0,18110.45,18500.0,19204.15,19204.15,19461.2,19461.2,19461.2,19461.2,19461.2
"Kazakhstan, Rep. of",KAZ,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),7531.0,8081.0,8890.0,8600.0,8000.0,7900.0,7700.0,8200.0,7400.0,6800.0,8022.023,7900.0,7600.0,7731.0,8262.831,9269.191,11620.764,11210.192,10395.354,9993.659,9660.324,9208.472,9142.138
"Kazakhstan, Rep. of",KAZ,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),2260.0,2260.0,2260.0,2260.0,2263.0,2249.0,2251.0,2251.0,2263.0,2265.0,2273.0,2274.0,2574.0,2588.0,2675.4,2677.55,2695.58,2726.48,2755.93,2777.88,2784.72,2807.0,2807.0
"Kazakhstan, Rep. of",KAZ,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,0.776,1.268,46.171,88.403,93.039,141.311,563.14,1349.7,1641.09,1754.7
"Kazakhstan, Rep. of",KAZ,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,0.5,5.04,57.056,57.3,58.8,209.0,541.7,911.6,1037.61,1146.232
"Kazakhstan, Rep. of",KAZ,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,3.055,4.547,13.301,131.722,274.983,339.8,460.583,717.4,1076.7,1776.41,2361.8
"Kazakhstan, Rep. of",KAZ,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,1.5,4.0,52.81,71.755,98.16,112.4,121.45,283.8,486.3,683.95,1107.75
Kenya,KEN,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),84.83,78.016,91.027,84.081,93.22,105.016,111.657,117.084,115.24,215.214,300.203,293.158,287.49,261.486,199.21,202.315,194.286,151.691,163.234,144.095,194.805,194.855,194.794
Kenya,KEN,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),33.5,33.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,55.5,55.504,55.504,55.504,55.504,55.504,58.304,84.304,85.204,87.704,87.704,98.704,98.704,98.7
Kenya,KEN,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),1784.0,1808.5,1276.0,932.0,1091.5,1498.5,1765.0,1873.5,2139.5,2738.965,2666.765,2444.42,2351.075,2435.145,2345.035,1670.09,1826.66,2218.375,1764.21,1098.965,915.145,1301.43,1530.15
Kenya,KEN,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),233.0,233.0,233.0,407.0,407.0,349.3,289.8,389.3,442.7,445.9,484.2,570.5,570.6,577.4,671.1,827.82,833.82,802.52,806.72,807.02,749.32,750.42,681.9
Kenya,KEN,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),1910.648,1894.161,2792.661,3221.161,3095.222,2978.924,3194.174,3435.154,3215.878,2542.911,2834.003,3484.458,3944.953,4192.138,3680.293,3600.893,3629.243,3372.933,3573.725,3808.365,4020.61,3860.99,3100.209
Kenya,KEN,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),684.913,684.916,684.916,684.916,684.931,685.081,685.081,685.089,745.095,757.175,773.995,772.695,817.695,825.695,827.832,826.832,830.352,841.465,845.483,851.709,853.769,857.866,858.331
Kenya,KEN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,0.002,0.002,0.014,0.251,0.283,0.3,2.103,5.114,11.263,24.104,46.031,52.204,65.415,81.114,112.336,144.235,420.161,578.279
Kenya,KEN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,0.002,0.002,0.009,0.164,0.185,0.196,1.374,3.343,7.361,15.754,30.086,35.274,45.189,105.45,125.857,145.725,216.069,317.807
Kenya,KEN,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),0.1,0.055,0.155,0.35,0.425,0.415,0.29,0.2,0.25,8.305,17.005,16.5,14.96,16.305,27.562,47.636,61.175,56.227,58.267,57.98,51.375,82.8,85.34
Kenya,KEN,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,5.65,5.65,5.65,5.65,5.85,26.1,26.1,26.21,336.1,336.1,336.1,436.1,436.1
Kiribati,KIR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),13.3,14.1,14.1,17.8,20.5,22.1,23.6,23.6,22.5,22.2,21.6,21.8,22.6,23.2,19.66,20.318,21.717,23.856,25.112,27.647,27.647,27.647,27.647
Kiribati,KIR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),4.1,4.1,5.15,5.15,6.4,4.65,6.05,5.96,5.96,5.96,5.96,6.14,6.14,6.54,6.54,6.54,6.54,6.54,6.54,6.54,6.54,6.54,6.54
Kiribati,KIR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.105,0.105,0.105,0.105,0.343,0.404,0.421,0.443,0.489,0.481,0.693,0.751,0.819,0.879,1.296,3.986,4.478,4.957,5.245,5.534,5.534,5.534,5.534
Kiribati,KIR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.062,0.062,0.062,0.062,0.203,0.239,0.249,0.262,0.289,0.284,0.41,0.444,0.484,0.52,0.771,2.327,2.883,2.883,3.213,3.213,3.213,3.213,3.213
"Korea, Dem. People's Rep. of",PRK,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),9200.0,9600.0,8400.0,7900.0,8100.0,8400.0,9900.0,10300.0,11400.0,11000.0,10300.0,7900.0,8000.0,8200.0,8600.0,9000.0,11100.0,11600.0,12100.0,12800.0,11200.0,9400.0,9800.0
"Korea, Dem. People's Rep. of",PRK,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),2960.0,2960.0,2960.0,2960.0,2960.0,3010.0,3010.0,3010.0,3010.0,3010.0,3010.0,2960.0,2960.0,2960.0,2960.0,2960.0,2960.0,2960.0,3360.0,3360.0,3360.0,3360.0,3380.0
"Korea, Dem. People's Rep. of",PRK,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),10200.0,10600.0,10620.0,11720.0,12500.0,13132.0,12620.0,13280.0,14068.0,12500.0,13400.0,13200.0,13500.0,13702.0,13649.586,10000.0,12800.0,11900.0,12800.0,11000.0,12800.0,16100.0,16600.0
"Korea, Dem. People's Rep. of",PRK,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),4592.0,4792.0,4812.0,4812.0,4812.0,4812.0,4812.0,4942.0,4487.0,3918.0,3958.0,3960.0,4260.0,4283.0,4293.0,4467.0,4701.0,4761.0,4790.0,4790.0,4865.0,4865.0,4890.0
"Korea, Dem. People's Rep. of",PRK,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,0.035,0.049,0.332,0.432,0.47,0.538,0.592,0.637,0.822,1.227,2.18,2.959,7.919,14.136,29.404,41.808,46.84,64.416,83.807,101.874,131.544,149.024
"Korea, Dem. People's Rep. of",PRK,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,0.027,0.038,0.257,0.335,0.364,0.417,0.459,0.494,0.637,0.951,1.69,2.294,6.139,10.958,22.859,32.409,36.31,49.935,64.967,78.972,101.972,115.522
"Korea, Dem. People's Rep. of",PRK,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,0.385,0.403,0.42,0.491,0.946,0.964,1.314,1.507,1.699,2.33,2.33,2.33,2.803,2.803,2.803
"Korea, Dem. People's Rep. of",PRK,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,0.22,0.23,0.24,0.28,0.54,0.55,0.75,0.86,0.97,1.33,1.33,1.33,1.6,1.6,1.6
"Korea, Rep. of",KOR,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),79.0,88.0,179.0,188.0,244.0,234.0,280.0,480.0,585.0,623.0,915.0,1101.0,1104.0,1256.0,1606.0,2683.0,5832.0,6100.0,7526.0,8464.0,8298.0,7506.0,9144.0
"Korea, Rep. of",KOR,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),53.5,61.5,69.5,60.0,61.0,65.0,116.5,111.0,114.5,116.5,160.5,193.5,197.0,191.5,600.5,728.5,1744.5,2348.0,2386.5,3214.5,3628.0,2730.5,2730.5
"Korea, Rep. of",KOR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),174426.0,191886.0,202472.0,209184.0,233426.0,234775.0,251086.0,256874.0,265240.0,280826.0,316963.0,359536.0,373192.0,385536.0,367991.0,369282.0,377558.0,396466.0,426105.0,388392.0,372324.0,404404.0,383851.0
"Korea, Rep. of",KOR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),36758.0,39049.0,39253.0,40977.0,43790.0,45277.0,46525.0,49753.0,55837.0,56341.0,60166.0,57821.0,58677.0,61463.0,68364.0,69170.0,73599.0,83799.0,86342.0,84744.0,85672.0,87090.0,87090.0
"Korea, Rep. of",KOR,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),4010.0,4151.0,3233.0,4902.0,4330.0,3673.0,3468.0,3631.0,3070.0,2813.0,3682.0,4598.0,3969.0,4289.0,2752.0,2146.0,2847.0,2820.0,3359.0,2791.0,3877.0,3054.0,3541.0
"Korea, Rep. of",KOR,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),1549.0,1576.0,1576.0,1577.0,1579.0,1584.0,1589.0,1598.0,1604.0,1617.0,1623.0,1719.0,1747.0,1755.0,1769.0,1772.0,1790.0,1794.0,1798.0,1809.0,1807.0,1821.0,1813.0
"Korea, Rep. of",KOR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),5.0,6.0,7.0,8.0,10.0,15.0,31.0,70.0,285.0,566.0,772.0,917.06,1103.06,1605.06,2557.0,3975.0,5123.0,7057.0,9208.0,12996.0,17967.0,23394.0,28919.0
"Korea, Rep. of",KOR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),4.0,5.0,5.0,6.0,9.0,14.0,36.0,81.0,357.0,524.0,651.0,735.0,1039.2,1559.2,2438.2,3467.2,4338.2,5633.2,7701.0,10847.0,14756.0,17905.0,20525.0
"Korea, Rep. of",KOR,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),17.0,13.0,15.0,25.0,47.0,130.0,239.0,376.0,486.0,685.0,817.0,863.0,917.0,1149.0,1146.0,1342.0,1683.0,2169.0,2465.0,2680.0,3151.0,3183.0,3372.0
"Korea, Rep. of",KOR,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),14.0,22.0,26.0,38.0,31.0,184.0,190.0,193.0,298.0,333.0,367.0,419.0,492.0,583.0,645.0,853.0,1035.0,1143.0,1303.0,1494.0,1645.0,1709.0,1946.0
Kuwait,KWT,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),32323.0,34299.0,36369.0,39802.0,41256.0,43734.0,47605.0,48754.0,51749.0,53216.0,57082.0,57489.0,61119.0,60982.0,65140.0,68288.0,70085.0,72788.0,74103.0,75071.0,74741.7,80569.0,81642.828
Kuwait,KWT,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),9188.8,9188.8,9188.8,9188.8,9688.8,10188.8,10188.8,10480.8,11640.6,11918.8,13382.5,14702.5,15349.0,15719.2,15719.2,18259.2,18851.2,18723.2,18723.2,19603.2,20153.2,20180.2,20180.2
Kuwait,KWT,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,0.011,0.011,0.182,3.278,5.09,48.814,51.254,53.214,58.538,55.518,143.395,179.096
Kuwait,KWT,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,0.007,0.007,0.114,3.549,4.681,22.009,22.924,33.984,84.259,84.259,84.259,101.662
Kuwait,KWT,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,,,,1.96,3.642,4.767,70.676,1722.075
Kuwait,KWT,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,2.4,2.4,2.4,2.4,2.4,12.4,12.4,12.4,12.4,12.4
Kyrgyz Rep.,KGZ,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),2082.0,1926.0,1680.0,1976.0,2138.0,2103.0,2051.0,2094.0,1665.0,866.0,992.0,1019.0,989.0,907.0,1254.0,1923.9,1620.6,1251.0,1409.7,1255.8,1425.058,2180.903,1953.9
Kyrgyz Rep.,KGZ,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),935.2,935.2,935.2,875.2,875.2,875.2,795.2,795.2,795.2,795.2,795.2,795.2,796.9,796.8,788.8,632.6,632.5,632.5,632.5,632.3,632.3,924.1,924.1
Kyrgyz Rep.,KGZ,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),13682.0,12430.0,10787.0,13004.0,14094.3,13980.4,13652.5,14004.1,10759.1,10098.0,11254.6,14309.1,14179.0,13096.7,13297.6,11092.7,11497.8,14203.5,14318.3,13859.2,13979.12,12957.141,11928.6
Kyrgyz Rep.,KGZ,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),2943.4,2943.4,2943.4,2943.4,2943.4,2943.4,2943.4,2944.2,2944.2,2944.2,3064.2,3071.5,3071.5,3571.5,3670.9,3676.5,3676.78,3688.6,3673.1,3673.1,3673.6,2780.4,2780.4
Kyrgyz Rep.,KGZ,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,,,,,,,
Lao People's Dem. Rep.,LAO,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,7.194,52.582,54.026,54.865,73.37,207.855,364.694,379.438,354.462,404.737
Lao People's Dem. Rep.,LAO,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,39.7,39.7,39.7,39.7,39.7,123.08,123.08,123.08,123.08,123.08
Lao People's Dem. Rep.,LAO,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,0.4,204.03,467.15,620.8,2000.0,7000.0,8000.0,12000.0
Lao People's Dem. Rep.,LAO,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),,,,,,,0.015,0.015,0.015,0.021,0.021,0.021,0.021,0.021,0.021,1252.021,1653.021,1653.021,1653.021,1653.021,1653.021,1653.021,1653.021
Lao People's Dem. Rep.,LAO,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),3687.2,3639.5,3477.2,3186.0,3354.9,3519.7,3605.9,3383.6,3728.0,3388.8,8457.3,12991.7,12768.8,15516.805,15748.902,16732.3,24868.006,31066.204,33741.871,28980.486,32791.727,36737.956,38853.714
Lao People's Dem. Rep.,LAO,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),679.642,680.842,681.028,681.183,681.409,722.779,722.795,722.795,722.795,1873.795,2588.795,2593.495,3002.495,3007.995,3291.795,4393.245,4869.385,5102.185,5380.185,6223.985,8013.185,8955.785,9645.785
Lao People's Dem. Rep.,LAO,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,0.003,0.003,0.149,0.158,0.22,0.222,0.222,0.87,2.325,2.807,3.143,11.461,20.301,45.159,66.482,68.318,68.318
Lao People's Dem. Rep.,LAO,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,0.002,0.002,0.109,0.115,0.161,0.162,0.162,0.635,1.697,2.049,2.294,8.366,34.294,34.294,45.306,59.34,59.34
Latvia,LVA,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,3.0,10.0,24.0,38.0,41.0,42.0,42.0,44.0,49.0,66.0,119.0,288.0,502.0,669.0,769.0,823.0,930.64,943.715,927.42,864.798,861.794,801.348
