Country,ISO3,Indicator,Technology,Energy_Type,Unit,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
"Azerbaijan, Rep. of",AZE,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),3990.0,4228.0,4349.0,4703.0,4695.0,4187.0,4599.0,4703.0,4773.0,5401.0,5401.0,5352.0,5397.0,6379.0,6233.0,6653.0,6727.0,6748.0,6552.2,6350.3,6326.1,6649.4,6652.3
"Azerbaijan, Rep. of",AZE,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),1534.0,1301.0,2020.0,2469.0,2755.0,3009.0,2518.0,2364.1,2232.2,2308.4,3446.3,2675.8,1821.0,1490.7,1300.0,1637.506,1959.3,1746.4,1768.0,1564.8,1069.5,1277.3,1595.7
"Azerbaijan, Rep. of",AZE,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),922.0,933.0,934.0,970.0,970.0,970.0,1025.0,1025.0,1025.0,987.0,995.0,998.0,1023.0,1084.0,1078.0,1103.0,1105.0,1106.4,1130.8,1144.8,1149.4,1157.2,1164.7
"Azerbaijan, Rep. of",AZE,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,0.129,0.129,0.129,0.387,0.2,0.2,0.8,2.911,4.568,35.25,37.2,39.3,44.2,47.0,55.2,60.9
"Azerbaijan, Rep. of",AZE,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,0.1,0.1,0.1,0.3,1.0,1.0,1.0,2.4,4.8,24.9,28.4,34.9,33.1,35.1,47.9,51.2
"Azerbaijan, Rep. of",AZE,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,2.1,0.5,,,0.8,2.34,4.604,22.76,22.1,82.7,105.4,96.1,91.4,83.3
"Azerbaijan, Rep. of",AZE,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,2.0,2.0,2.0,2.0,2.7,2.7,8.0,15.7,15.7,66.0,66.0,66.0,66.0,64.0
"Bahamas, The",BHS,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482,6.482
"Bahamas, The",BHS,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925
"Bahamas, The",BHS,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),1704.8,1769.5,1886.2,1995.1,1979.7,2085.0,2121.0,2246.0,2174.647,2061.913,1937.192,1980.612,1827.118,1811.881,1847.733,1930.685,1894.539,1830.298,1842.853,1800.221,1694.853,1750.832,2061.053
"Bahamas, The",BHS,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),401.0,401.0,401.0,455.0,455.0,471.0,471.0,569.0,569.0,569.0,569.0,617.0,669.0,669.0,669.0,669.0,709.0,709.0,709.0,844.0,878.0,889.0,916.0
"Bahamas, The",BHS,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,0.154,0.154,0.308,0.463,0.625,0.949,1.252,2.473,2.836,3.3,3.417,3.503,4.659,6.067,10.364,18.215
"Bahamas, The",BHS,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,0.1,0.1,0.2,0.3,0.411,0.62,1.039,1.69,2.056,2.209,2.208,2.322,3.707,4.15,9.25,14.302
"Bahamas, The",BHS,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788
"Bahamas, The",BHS,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"Bahrain, Kingdom of",BHR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),6297.39,6779.4,7278.08,7768.08,8448.45,8866.9,9745.0,21722.0,22819.0,22555.0,23441.0,23725.0,24728.0,25867.0,27203.0,28452.0,28469.0,29183.0,29507.0,33442.0,33363.0,33874.0,33874.0
"Bahrain, Kingdom of",BHR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),5500.0,5500.0,5326.0,5419.0,5419.0,5419.0,5200.0,5200.0,5477.0,5868.0,5868.0,5767.0,6932.0,6927.0,6975.0,6972.0,6971.0,6971.0,6971.0,8763.0,8763.0,9768.0,9885.0
"Bahrain, Kingdom of",BHR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,9.0,9.0,11.0,11.0,11.0,18.0,18.0,39.0,83.0
"Bahrain, Kingdom of",BHR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,5.0,5.0,6.0,6.0,6.31,9.704,10.101,21.335,45.592
"Bahrain, Kingdom of",BHR,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
"Bahrain, Kingdom of",BHR,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,2.675
Bangladesh,BGD,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),41.95,33.2,69.4,60.25,40.475,35.95,45.0,55.625,55.325,27.16,21.216,34.951,24.619,37.704,45.201,29.808,23.428,43.428,30.928,34.978,35.11,31.985,11.685
Bangladesh,BGD,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.67,41.39,42.06,42.75,43.42,44.12,44.65,45.05,45.05,45.05,45.05,45.35,45.35,45.35
Bangladesh,BGD,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),16897.61,18775.396,20612.566,22735.701,25187.916,28255.732,30115.887,32418.14,36095.491,39426.805,41085.755,43922.016,47829.087,49738.255,49934.076,53996.983,61570.091,67757.497,74756.212,79440.922,83963.715,90056.148,92319.684
Bangladesh,BGD,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),4166.0,4543.0,5103.0,5249.0,5711.0,6141.0,6278.0,6472.0,7029.0,7484.0,8314.0,9805.0,10255.0,11056.0,12194.0,13543.0,14825.0,15153.0,19072.0,21005.0,23100.0,23247.0,24633.0
Bangladesh,BGD,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),1389.0,1293.0,1226.0,1126.0,1066.0,993.0,946.0,749.0,726.087,607.142,848.314,872.128,882.976,781.489,606.553,802.4,1020.927,1051.229,914.608,812.168,776.685,734.421,710.72
Bangladesh,BGD,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,220.0,220.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
Bangladesh,BGD,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.01,0.014,0.066,0.85,1.914,3.402,5.433,9.047,15.214,25.104,44.304,123.639,155.977,194.296,231.503,265.92,219.934,291.528,314.983,374.03,458.908,612.685,864.42
Bangladesh,BGD,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.007,0.01,0.048,0.621,1.397,2.483,3.966,6.604,11.105,18.324,32.339,90.247,113.879,141.822,169.237,196.129,165.412,216.654,240.36,279.614,343.266,505.717,522.856
Bangladesh,BGD,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,0.788,1.577,2.453,3.329,3.329,3.329,3.329,3.329,3.329,4.205,5.081,5.081,5.081,5.081,5.081,5.081,5.081
Bangladesh,BGD,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,0.9,0.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
Barbados,BRB,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),787.0,827.0,859.0,870.9,895.29,992.79,1020.36,1049.23,1053.66,1068.34,1027.67,1049.0,1128.52,1015.84,1020.58,1029.29,1045.44,1031.77,1112.338,1112.338,1112.338,1112.338,1181.717
Barbados,BRB,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),184.54,184.54,204.54,204.54,204.54,204.54,204.54,204.54,204.54,204.54,204.54,204.54,204.54,204.54,204.54,264.54,264.54,264.54,264.54,264.54,264.54,264.54,297.54
Barbados,BRB,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,0.155,0.155,0.155,0.155,0.311,0.311,0.932,0.932,1.243,1.554,2.642,3.419,4.351,10.101,13.986,14.01,24.347,26.14,39.204,63.997,87.863,108.37
Barbados,BRB,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,0.1,0.1,0.1,0.1,0.2,0.2,0.6,0.6,0.8,1.0,1.25,1.5,0.426,1.294,3.094,14.937,16.397,17.246,33.21,49.154,63.926,69.342
Barbados,BRB,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.056,0.056,0.056,0.056,0.056,0.056,0.056
Barbados,BRB,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.06,0.06,1.16
"Belarus, Rep. of",BLR,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,2.4,13.918,33.399,60.076,84.354,95.599,94.144,120.368,120.966,140.049,147.198,163.0,174.0,303.656,578.0,580.8,518.8
"Belarus, Rep. of",BLR,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,3.5,5.9,14.0,14.0,14.0,18.8,18.8,35.2,35.2,35.2,39.6,40.7,48.4,53.3,122.5,120.4,139.2
"Belarus, Rep. of",BLR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),26074.0,25033.0,26427.0,26599.0,31176.0,30924.0,31773.0,31779.0,34975.0,30264.0,34756.0,32051.0,30596.0,31209.0,34447.0,33755.0,33145.0,33729.0,38180.0,39420.0,36849.0,36849.0,30339.7
"Belarus, Rep. of",BLR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),7830.0,7844.0,7837.0,7915.0,7921.0,8011.0,8056.0,8018.0,8104.0,8447.0,8412.0,8509.0,8970.0,9178.0,10181.0,9750.0,9826.0,9883.0,9807.0,9820.0,9800.0,9680.0,9719.8
"Belarus, Rep. of",BLR,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),27.0,30.0,29.0,28.0,33.0,36.0,35.0,35.0,39.0,44.0,45.0,42.0,70.0,138.0,121.0,107.195,141.942,405.0,324.0,350.525,399.0,370.0,371.9
"Belarus, Rep. of",BLR,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),10.194,10.428,11.243,11.243,11.493,11.803,11.853,12.353,12.889,13.329,13.849,14.329,31.604,32.104,32.804,33.504,73.564,95.364,95.364,95.364,96.0,96.0,96.2
"Belarus, Rep. of",BLR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,1.845,7.466,28.091,89.0,177.0,181.0,176.0,173.8,208.6
"Belarus, Rep. of",BLR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,4.0,6.0,47.0,80.0,154.0,154.0,160.3,163.4,272.5
"Belarus, Rep. of",BLR,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),1.0,1.0,1.292,1.373,1.34,1.2,1.186,1.33,1.324,1.046,1.066,1.266,6.234,7.888,11.09,26.392,74.775,97.0,99.311,177.81,194.0,173.0,176.6
"Belarus, Rep. of",BLR,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),0.25,0.6,1.1,1.1,1.1,1.1,1.1,1.9,1.9,1.9,1.9,2.0,5.0,7.0,9.0,22.0,62.0,84.0,92.0,112.0,112.0,111.7,120.0
Belgium,BEL,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),568.0,597.0,721.0,857.0,1037.0,1590.0,2225.0,2600.0,3329.0,3949.0,4466.7,4657.2,5257.3,5042.4,4425.3,5511.7,5375.4,5711.6,5418.9,5173.6,5268.6,4690.9,4935.8
Belgium,BEL,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),115.5,140.5,157.0,229.5,246.0,514.5,558.0,582.5,695.5,907.0,1015.5,1031.0,985.5,964.5,913.25,943.2,923.35,912.3,886.9,906.45,921.75,816.9,869.85
Belgium,BEL,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),32804.0,30208.0,31500.0,34224.0,33196.3,33728.3,32578.2,33802.1,31748.9,35687.3,37202.6,31173.9,29371.4,26232.4,23812.6,26340.2,24906.3,25615.1,26486.2,28115.4,28774.1,24725.6,24552.3
Belgium,BEL,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),8242.0,8018.0,7986.0,7965.0,7948.0,8024.0,8046.0,8060.0,8229.0,8345.0,8269.0,9023.0,8241.0,7746.0,7504.2,7395.2,7288.7,7265.3,7013.3,6983.2,6974.4,6969.6,7095.7
Belgium,BEL,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),460.0,441.0,360.0,247.0,317.0,288.0,359.0,389.0,410.0,328.0,312.0,196.0,357.0,380.0,292.2,318.4,370.0,270.1,292.3,302.0,266.9,418.1,271.1
Belgium,BEL,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),103.0,111.0,111.0,110.0,115.0,105.0,107.0,110.0,111.0,110.0,118.0,119.0,120.0,119.0,121.0,112.0,109.1,107.0,107.8,104.1,105.8,110.7,123.3
Belgium,BEL,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,0.658,1.34,1.623,6.058,41.388,166.008,560.0,1169.0,2148.0,2644.0,2886.3,3056.5,3095.2,3307.9,3903.4,4252.5,5112.2,5618.1,6876.0
Belgium,BEL,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,1.0,1.0,1.0,2.0,2.0,20.0,62.0,386.0,1006.6,1978.6,2646.6,2901.6,3015.0,3131.6,3328.8,3620.6,4000.0,4636.6,5572.8,6012.4,6756.1
Belgium,BEL,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),16.0,37.0,57.0,88.0,142.0,227.0,366.0,491.0,637.0,996.0,1292.0,2312.0,2759.3,3665.0,4615.3,5574.0,5419.5,6520.7,7574.1,9755.4,12818.6,11997.6,12352.6
Belgium,BEL,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),14.0,26.0,31.0,67.0,96.0,167.0,212.0,276.0,324.0,608.0,912.0,1069.0,1366.9,1769.0,1932.7,2181.3,2333.8,2779.4,3304.9,3863.5,4672.7,4948.4,5303.4
Belize,BLZ,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),16.599,15.412,17.26,16.395,17.865,13.941,17.602,18.001,14.702,15.137,77.74,94.007,93.251,77.32,96.753,121.379,114.967,119.921,136.523,163.145,270.239,133.1,173.592
Belize,BLZ,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,35.5,35.5,35.5,35.5,35.5,35.5
Belize,BLZ,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),64.166,66.362,69.486,220.744,105.731,108.432,57.052,62.989,37.633,97.269,41.804,36.646,46.941,38.547,40.029,60.803,61.582,64.68,83.628,147.731,24.993,69.7,48.2
Belize,BLZ,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),28.96,28.96,30.16,68.76,68.76,68.76,92.37,92.37,92.37,97.17,97.17,97.17,97.17,97.17,97.17,97.17,97.17,97.17,97.17,97.17,97.17,97.17,97.17
Belize,BLZ,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),54.467,73.304,70.801,49.147,50.795,70.65,183.493,183.153,211.075,193.777,263.463,244.863,208.863,258.863,256.563,236.163,260.763,282.463,249.959,74.863,242.396,157.589,239.029
Belize,BLZ,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),25.35,25.35,25.35,25.35,25.35,32.65,32.65,36.15,36.15,36.15,55.15,55.15,55.15,55.15,55.15,55.15,55.15,55.15,55.15,55.15,55.15,55.15,55.15
Belize,BLZ,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.262,0.593,0.631,0.446,0.026,0.604,1.169,9.435,9.769,6.751,7.58
Belize,BLZ,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.488,0.489,0.495,0.499,0.499,0.506,0.859,6.55,6.55,6.55,6.52
Belize,BLZ,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
Belize,BLZ,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Benin,BEN,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),82.347,64.322,61.342,78.529,79.276,106.436,150.217,217.928,225.212,127.212,113.575,72.459,126.005,92.038,193.851,322.957,265.437,324.565,324.565,1340.296,1340.296,1340.296,1340.296
Benin,BEN,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),56.0,60.0,60.0,60.0,60.0,61.0,142.0,169.0,193.0,144.0,98.0,99.0,61.0,139.89,100.0,100.0,200.0,200.0,174.0,301.0,301.0,301.0,301.0
Benin,BEN,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),1.634,1.569,1.519,1.694,1.489,0.752,,,0.362,0.241,,,0.348,,,1.125,,0.072,0.072,0.072,0.072,0.072,0.072
Benin,BEN,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Benin,BEN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,0.559,2.876,3.588,3.894,4.083,5.599,6.921,8.405,11.41
Benin,BEN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,0.25,1.436,2.195,2.436,2.585,3.806,4.847,6.016,33.382
Bhutan,BTN,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),0.26,0.36,0.53,1.24,1.71,1.71,1.775,1.75,0.995,0.235,0.3,0.321,0.177,0.54,0.01,0.02,,0.3,0.035,,0.004,0.001,0.001
Bhutan,BTN,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),9.15,9.15,9.15,9.15,9.19,9.19,10.176,10.401,10.626,9.19,9.19,9.19,9.19,10.73,10.73,10.73,8.04,8.93,8.93,6.8,8.32,8.32,8.32
Bhutan,BTN,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),1967.875,1931.99,2129.25,2363.065,2439.865,2499.5,3582.21,5540.475,6761.43,6978.885,6997.292,7066.218,6823.392,7549.5,7164.15,7747.1,7958.86,7721.12,6958.635,8645.942,11369.725,10822.292,10771.122
Bhutan,BTN,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),344.35,359.46,413.63,428.63,428.63,468.63,468.07,1488.17,1488.17,1488.078,1488.078,1488.078,1488.078,1488.078,1488.078,1614.078,1614.078,1614.078,1614.315,2334.315,2334.315,2334.335,2334.335
Bhutan,BTN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,0.183,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.48,0.478
Bhutan,BTN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,0.131,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.455,0.455
Bhutan,BTN,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,,0.7,1.11,1.135,,1.11,0.389,0.428
Bhutan,BTN,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Bolivia,BOL,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),16.0,16.0,17.2,16.9,52.72,51.2,51.2,74.401,99.518,119.87,118.356,101.727,114.661,135.701,125.76,201.994,176.192,166.359,168.46,216.974,326.619,454.798,527.654
Bolivia,BOL,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),16.0,16.0,21.0,21.0,51.17,51.17,51.17,76.77,76.17,81.17,81.17,36.6,37.0,37.0,51.54,116.3,131.3,120.0,138.5,143.5,143.5,142.63,192.33
Bolivia,BOL,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),1790.315,1640.575,1762.92,2125.067,2155.521,2644.419,2817.269,3062.104,3414.95,3720.501,4414.33,4771.343854,5195.066139,5392.568,6174.762,6439.243,7466.894,7229.869,6982.053,6508.037,6453.823,6717.665,7244.365
Bolivia,BOL,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),758.42,725.94,719.88,699.78,784.81,784.82,821.75,842.79,839.14,861.63,954.95,980.391,1119.81,1186.41,1422.72,1583.15,1516.76,1629.14,1647.6,1639.37,2338.1,2552.33,1752.47
Bolivia,BOL,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),1920.849,2128.615,2202.871,1986.881,2148.567,1964.113,2155.177,2319.108,2306.042,2294.999,2173.229,2346.557,2351.771,2533.424,2251.383,2463.031,1719.834,2233.534,2612.399,3250.667,2942.195,3236.829,2851.788
Bolivia,BOL,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),353.981,363.07,447.447,430.947,454.29,454.29,477.64,479.54,485.23,486.63,484.72,484.24,483.04,482.54,482.94,484.14,483.61,602.31,734.72,734.96,735.64,735.64,735.64
Bolivia,BOL,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.113,0.151,0.182,0.251,0.3,0.309,0.409,0.549,0.915,1.077,1.14,1.314,1.582,2.119,4.133,4.809,5.67,6.891,127.427,187.516,249.991,350.531,351.544
Bolivia,BOL,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.295,0.394,0.476,0.656,0.783,0.808,1.068,1.435,2.391,2.813,2.979,3.432,4.131,5.535,5.535,5.16,5.16,4.86,4.86,5.25,120.55,170.24,170.631
Bolivia,BOL,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,8.158,11.45,34.911,60.383,58.84,70.219,64.209,119.623,440.542
Bolivia,BOL,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,3.0,3.0,27.0,27.0,27.0,27.0,27.0,127.8,127.8
Bosnia and Herzegovina,BIH,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,,0.65,6.0,8.0,8.0,13.0,42.0,31.0
Bosnia and Herzegovina,BIH,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,1.0,1.0,1.24,2.21,2.11,10.21,10.81
Bosnia and Herzegovina,BIH,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),5335.0,5457.0,5517.0,6765.0,6749.0,6604.0,7452.0,7783.0,9803.0,9252.0,8903.0,10677.0,9659.0,10006.0,11088.0,10887.0,12102.0,12424.0,12509.0,11029.0,11891.0,11244.0,11106.0
Bosnia and Herzegovina,BIH,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1856.23,1856.23,1856.23,2155.23,2223.23,2223.99,2224.1,2223.12,2224.74,2224.74
Bosnia and Herzegovina,BIH,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),5094.0,5181.0,5268.0,4501.0,5979.0,5998.0,5835.0,3989.0,4867.0,6239.0,8026.0,4387.0,4149.0,7236.0,5935.0,5537.0,5595.0,3790.0,6418.0,6101.0,4580.0,6690.0,4712.0
Bosnia and Herzegovina,BIH,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),1508.0,1508.0,1508.0,1508.0,1538.0,1538.0,1538.0,1538.0,1568.6,1568.6,1698.261,1699.963,1700.908,1701.771,1711.068,1716.943,1760.24,1791.0,1815.6,1818.84,1828.79,1836.78,1838.49
Bosnia and Herzegovina,BIH,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,0.116,0.232,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.405,1.553,8.313,9.477,23.607,21.0,21.0,30.0,45.0,72.0,114.0
Bosnia and Herzegovina,BIH,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.349,1.339,7.166,8.17,14.12,16.0,18.15,22.35,34.89,56.51,101.89
Bosnia and Herzegovina,BIH,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,103.0,254.0,262.0,382.0,391.0
Bosnia and Herzegovina,BIH,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,51.0,87.0,87.0,135.0,135.0
